"start_day","start_month","end_day","end_month","stage","taxon","tvk"
1,6,30,9,"mature","Nomada flavopicta","NHMSYS0000876421"
1,3,30,9,"mature","Nomada fucata","NHMSYS0000876422"
1,3,30,9,"mature","Nomada fulvicornis","NHMSYS0000876423"
1,3,30,9,"mature","Nomada goodeniana","NHMSYS0000876427"
1,5,31,7,"mature","Nomada guttulata","NHMSYS0000876428"
1,4,30,6,"mature","Nomada hirtipes","NHMSYS0000876430"
1,4,31,8,"mature","Nomada integra","NHMSYS0000876432"
1,3,31,8,"mature","Nomada lathburiana","NHMSYS0000876435"
1,2,31,7,"mature","Nomada leucophthalma","NHMSYS0000876436"
1,3,31,12,"mature","Nomada marshamella","NHMSYS0000876438"
1,4,31,8,"mature","Nomada obtusifrons","NHMSYS0000876440"
1,3,31,8,"mature","Nomada ruficornis","NHMSYS0000876447"
1,6,30,9,"mature","Nomada rufipes","NHMSYS0000876448"
1,5,31,7,"mature","Nomada sexfasciata","NHMSYS0000876454"
1,3,31,8,"mature","Nomada sheppardana","NHMSYS0000876455"
1,3,30,6,"mature","Nomada signata","NHMSYS0000876456"
1,3,30,9,"mature","Nomada striata","NHMSYS0000876460"
1,6,30,9,"mature","Nysson dimidiatus","NHMSYS0000876469"
1,5,31,7,"mature","Nysson interruptus","NHMSYS0000876470"
1,4,30,9,"mature","Nysson spinosus","NHMSYS0000876471"
1,5,30,9,"mature","Nysson trimaculatus","NHMSYS0000876472"
1,5,31,7,"mature","Odynerus melanocephalus","NHMSYS0000876481"
1,6,31,7,"mature","Odynerus reniformis","NHMSYS0000876482"
1,5,31,8,"mature","Odynerus simillimus","NHMSYS0000876483"
1,4,30,9,"mature","Odynerus spinipes","NHMSYS0000876484"
1,6,30,9,"mature","Omalus aeneus","NHMSYS0000876486"
1,5,31,8,"mature","Omalus puncticollis","NHMSYS0000876487"
1,3,31,10,"mature","Osmia aurulenta","NHMSYS0000876507"
1,1,31,8,"mature","Osmia bicolor","NHMSYS0000876508"
1,4,30,6,"mature","Osmia inermis","NHMSYS0000876512"
1,3,30,9,"mature","Osmia leaiana","NHMSYS0000876513"
1,4,30,9,"mature","Osmia parietina","NHMSYS0000876516"
1,3,31,7,"mature","Osmia pilicornis","NHMSYS0000876517"
1,5,31,7,"mature","Osmia uncinata","NHMSYS0000876519"
1,5,31,7,"mature","Osmia xanthomelana","NHMSYS0000876520"
1,5,31,8,"mature","Oxybelus argentatus","NHMSYS0000876522"
1,6,30,9,"mature","Oxybelus mandibularis","NHMSYS0000876523"
1,4,30,9,"mature","Oxybelus uniglumis","NHMSYS0000876526"
1,4,30,9,"mature","Panurgus banksianus","NHMSYS0000876528"
1,6,30,9,"mature","Panurgus calcaratus","NHMSYS0000876529"
1,5,30,9,"mature","Passaloecus clypealis","NHMSYS0000876535"
1,5,31,10,"mature","Passaloecus corniger","NHMSYS0000876536"
1,4,30,9,"mature","Passaloecus gracilis","NHMSYS0000876539"
1,5,31,10,"mature","Passaloecus insignis","NHMSYS0000876541"
1,6,30,9,"mature","Passaloecus monilicornis","NHMSYS0000876542"
1,5,30,9,"mature","Passaloecus singularis","NHMSYS0000876544"
1,5,31,10,"mature","Pemphredon inornata","NHMSYS0000876562"
1,5,31,12,"mature","Pemphredon lugubris","NHMSYS0000876563"
1,5,30,9,"mature","Pemphredon morio","NHMSYS0000876564"
1,5,31,10,"mature","Philanthus triangulum","NHMSYS0000876577"
1,3,30,9,"mature","Podalonia affinis","NHMSYS0000876591"
1,3,30,11,"mature","Ponera coarctata","NHMSYS0000876602"
1,4,30,9,"mature","Psenulus concolor","NHMSYS0000876634"
1,5,30,9,"mature","Psenulus schencki","NHMSYS0000876635"
1,6,31,8,"mature","Pseudepipona herrichii","NHMSYS0000876638"
1,4,31,10,"mature","Rhopalum clavipes","NHMSYS0000876655"
1,4,31,10,"mature","Rhopalum coarctatum","NHMSYS0000876656"
1,6,31,8,"mature","Rhopalum gracile","NHMSYS0000876657"
1,3,30,9,"mature","Sapyga quinquepunctata","NHMSYS0000876664"
1,3,31,10,"mature","Sphecodes ephippius","NHMSYS0000876679"
1,4,30,9,"mature","Sphecodes ferruginatus","NHMSYS0000876681"
1,3,31,10,"mature","Sphecodes gibbus","NHMSYS0000876682"
1,4,31,10,"mature","Sphecodes hyalinatus","NHMSYS0000876683"
1,4,31,10,"mature","Sphecodes longulus","NHMSYS0000876684"
1,3,31,10,"mature","Sphecodes monilicornis","NHMSYS0000876686"
1,4,31,10,"mature","Sphecodes niger","NHMSYS0000876687"
1,3,31,12,"mature","Sphecodes pellucidus","NHMSYS0000876688"
1,4,31,12,"mature","Sphecodes puncticeps","NHMSYS0000876691"
1,3,31,10,"mature","Sphecodes reticulatus","NHMSYS0000876692"
1,4,30,9,"mature","Sphecodes scabricollis","NHMSYS0000876694"
1,5,31,8,"mature","Sphecodes spinulosus","NHMSYS0000876697"
1,5,31,10,"mature","Spilomena beata","NHMSYS0000876702"
1,5,30,9,"mature","Spilomena enslini","NHMSYS0000876704"
1,5,31,10,"mature","Spilomena troglodytes","NHMSYS0000876705"
1,6,30,9,"mature","Stelis breviuscula","NHMSYS0000876709"
1,5,31,8,"mature","Stelis ornatula","NHMSYS0000876711"
1,5,30,9,"mature","Stelis phaeoptera","NHMSYS0000876712"
1,6,30,9,"mature","Stelis punctulatissima","NHMSYS0000876713"
1,4,31,10,"mature","Stigmus pendulus","NHMSYS0000876716"
1,5,31,10,"mature","Stigmus solskyi","NHMSYS0000876717"
1,7,30,9,"mature","Strongylognathus testaceus","NHMSYS0000876720"
1,5,31,8,"mature","Symmorphus connexus","NHMSYS0000876723"
1,5,31,8,"mature","Symmorphus crassicornis","NHMSYS0000876724"
1,5,30,9,"mature","Symmorphus gracilis","NHMSYS0000876725"
1,5,31,8,"mature","Tachysphex nitidus","NHMSYS0000876732"
1,4,31,10,"mature","Tachysphex pompiliformis","NHMSYS0000876735"
1,4,31,10,"mature","Temnothorax interruptus","NHMSYS0000876742"
1,5,31,12,"mature","Tetramorium bicarinatum","NHMSYS0000876750"
1,3,30,11,"mature","Tetramorium caespitum","NHMSYS0000876751"
1,5,30,9,"mature","Tiphia femorata","NHMSYS0000876757"
1,4,30,9,"mature","Tiphia minuta","NHMSYS0000876758"
1,2,31,10,"mature","Trichrysis cyanea","NHMSYS0000876762"
1,5,31,10,"mature","Trypoxylon attenuatum","NHMSYS0000876764"
1,5,31,10,"mature","Trypoxylon clavicerum","NHMSYS0000876765"
1,5,31,10,"mature","Trypoxylon medium","NHMSYS0000876766"
1,6,30,6,"mature","Trypoxylon minus","NHMSYS0000876767"
1,4,30,9,"mature","Vespula austriaca","NHMSYS0000876780"
1,2,31,12,"mature","Vespula rufa","NHMSYS0000876782"
1,3,30,9,"mature","Xylocopa violacea","NHMSYS0000876788"
1,2,31,7,"mature","Andrena nitida","NHMSYS0001685273"
1,6,31,7,"mature","Gonatopus albosignatus","NHMSYS0020526926"
1,7,31,10,"mature","Laelius femoralis","NHMSYS0020526932"
1,6,30,6,"mature","Myrmica lonae","NHMSYS0020545625"
1,5,30,9,"mature","Osmia spinulosa","NHMSYS0020774747"
1,5,31,7,"mature","Anteon jurineanum sensu lato","NHMSYS0020924547"
1,4,30,9,"mature","Andrena pilipes sensu lato","NHMSYS0020936540"
1,4,31,10,"mature","Chrysis ignita sensu lato","NHMSYS0020936552"
1,4,30,9,"mature","Hylaeus incongruus","NHMSYS0020936570"
1,5,31,10,"mature","Priocnemis confusor","NHMSYS0020936612"
1,4,31,10,"mature","Tapinoma erraticum sensu lato","NHMSYS0020936618"
1,7,30,9,"mature","Polistes dominula","NHMSYS0021164399"
1,3,31,12,"mature","Nomada panzeri sensu lato","NHMSYS0021195757"
1,4,30,9,"mature","Chrysis vanlithi","NHMSYS0021231943"
1,3,31,7,"mature","Andrena proxima sensu lato","NHMSYS0021232238"
1,6,31,8,"mature","Pemphredon rugifer","NHMSYS0021233262"
1,5,31,10,"mature","Pemphredon lethifer","NHMSYS0021236761"
