taxon,tvk,start_day,start_month,start_year,end_day,end_month,end_year
Cadra calidella,NHMSYS0021143685,1,1,1700,,,
Cadra cautella,NHMSYS0021109627,1,1,1700,,,
Cadra figulilella,NHMSYS0021109628,1,1,1700,,,
Calamia tridens,NHMSYS0000517533,1,1,1949,,,
Calamia tridens occidentalis,NHMSYS0021144601,1,1,1949,,,
Calamia tridens tridens,NHMSYS0021144600,1,1,1949,,,
Calamotropha paludella,NHMSYS0021143754,1,1,1700,,,
Callimorpha dominula,NBNSYS0000006154,1,1,1700,,,
Callisto coffeella,NHMSYS0000501594,1,1,1700,,,
Callisto denticulella,NHMSYS0000501595,1,1,1700,,,
Calliteara pudibunda,NBNSYS0000006114,1,1,1700,,,
Callopistria juventina,NBNSYS0000006404,16,5,1959,,,
Callopistria latreillei,NBNSYS0000006405,27,10,2006,,,
Calophasia lunula,NBNSYS0000006316,1,1,1939,,,
Calophasia platyptera,NBNSYS0000006317,10,9,1896,,,
Caloptilia alchimiella,NHMSYS0000501602,1,1,1700,,,
Caloptilia azaleella,NHMSYS0000501603,1,1,1700,,,
Caloptilia betulicola,NBNSYS0000025873,1,1,1700,,,
Caloptilia cuculipennella,NHMSYS0000501605,1,1,1700,,,
Caloptilia elongella,NHMSYS0000501606,1,1,1700,,,
Caloptilia falconipennella,NHMSYS0021142417,1,1,1700,,,
Caloptilia hemidactylella,NHMSYS0021142420,1,1,1700,,,
Caloptilia honoratella,NHMSYS0021297289,16,4,2019,,,
Caloptilia populetorum,NHMSYS0000501611,1,1,1700,,,
Caloptilia robustella,NHMSYS0000501613,1,1,1700,,,
Caloptilia rufipennella,NHMSYS0000501614,1,1,1700,,,
Caloptilia semifascia,NHMSYS0000501615,1,1,1700,,,
Caloptilia stigmatella,NHMSYS0000501616,1,1,1700,,,
Calybites phasianipennella,NHMSYS0021142423,1,1,1700,,,
Cameraria ohridella,NHMSYS0021142455,1,1,1700,,,
Campaea margaritaria,NHMSYS0021144278,1,1,1700,,,
Camptogramma bilineata,NHMSYS0000517593,1,1,1700,,,
Capperia britanniodactylus,NHMSYS0021142927,1,1,1700,,,
Capua vulgana,NHMSYS0000501634,1,1,1700,,,
Caradrina clavipalpis,NBNSYS0000006494,1,1,1700,,,
Caradrina flavirena,NHMSYS0021144577,8,10,1967,,,
Caradrina kadenii,NHMSYS0021144575,3,10,2002,,,
Caradrina morpheus,NBNSYS0000006492,1,1,1700,,,
Carcina quercana,NHMSYS0000501639,1,1,1700,,,
Carpatolechia alburnella,NBNSYS0100002197,1,1,1700,,,
Carpatolechia decorella,NBNSYS0100002198,1,1,1700,,,
Carpatolechia fugitivella,NBNSYS0100002199,1,1,1700,,,
Carpatolechia notatella,NHMSYS0021142787,1,1,1700,,,
Carpatolechia proximella,NBNSYS0100002201,1,1,1700,,,
Carsia sororiata,NHMSYS0000517633,1,1,1700,,,
Carsia sororiata anglica,NHMSYS0021144138,1,1,1700,,,
Carsia sororiata sororiata,NHMSYS0021144135,1,1,1700,,,
Caryocolum alsinella,NHMSYS0000501646,1,1,1700,,,
Caryocolum blandella,NHMSYS0000501647,1,1,1700,,,
Caryocolum blandelloides,NBNSYS0100002206,1,1,1700,,,
Caryocolum blandulella,NHMSYS0000501648,1,1,1700,,,
Caryocolum fraternella,NHMSYS0000501649,1,1,1700,,,
Caryocolum huebneri,NHMSYS0000501650,1,1,1700,31,12,1899
Caryocolum junctella,NHMSYS0000501651,1,1,1700,,,
Caryocolum kroesmanniella,NHMSYS0000501653,1,1,1700,,,
Caryocolum marmorea,NHMSYS0021142764,1,1,1700,,,
Caryocolum proxima,NHMSYS0021142771,1,1,1700,,,
Caryocolum tricolorella,NHMSYS0000501657,1,1,1700,,,
Caryocolum vicinella,NHMSYS0000501658,1,1,1700,,,
Caryocolum viscariella,NHMSYS0000501659,1,1,1700,,,
Cataclysta lemnata,NHMSYS0000501663,1,1,1700,,,
Catarhoe cuculata,NBNSYS0000005814,1,1,1700,,,
Catarhoe rubidata,NHMSYS0021143929,1,1,1700,,,
Catephia alchymista,NHMSYS0021144456,13,9,1858,,,
Catocala conjuncta,NHMSYS0001703667,14,9,2004,,,
Catocala electa,NBNSYS0000006558,1,1,1875,,,
Catocala elocata,NHMSYS0021144448,20,10,1903,,,
Catocala fraxini,NBNSYS0000006556,1,1,1700,,,
Catocala nupta,NHMSYS0000501671,1,1,1700,,,
Catocala nymphagoga,NHMSYS0021144447,28,7,1982,,,
Catocala promissa,NHMSYS0021144450,1,1,1700,,,
Catocala sponsa,NHMSYS0000501673,1,1,1700,,,
Catoptria falsella,NHMSYS0021143771,1,1,1700,,,
Catoptria furcatellus,NBNSYS0000026839,1,1,1700,,,
Catoptria lythargyrella,NHMSYS0000501677,1,1,1700,,,
Catoptria margaritella,NHMSYS0021143770,1,1,1700,,,
Catoptria osthelderi,NHMSYS0000501679,1,1,1700,,,
Catoptria permutatellus,NHMSYS0021143768,1,1,1700,,,
Catoptria pinella,NHMSYS0000501681,1,1,1700,,,
Catoptria speculalis,NHMSYS0021143769,1,1,1700,31,12,1899
Catoptria verellus,NHMSYS0000501683,1,1,1700,,,
Cauchas fibulella,NHMSYS0021142166,1,1,1700,,,
Cauchas rufimitrella,NHMSYS0021142167,1,1,1700,,,
Cedestis gysseleniella,NHMSYS0021142475,1,1,1700,,,
Cedestis subfasciella,NHMSYS0000501686,1,1,1700,,,
Celaena haworthii,NBNSYS0000006472,1,1,1700,,,
Celypha aurofasciana,NBNSYS0100002223,1,1,1700,,,
Celypha cespitana,NHMSYS0021143174,1,1,1700,,,
Celypha doubledayana,NBNSYS0100002224,1,1,1700,31,12,1920
Celypha lacunana,NBNSYS0100002225,1,1,1700,,,
Celypha rivulana,NBNSYS0100002227,1,1,1700,,,
Celypha rosaceana,NHMSYS0021143172,1,1,1962,,,
Celypha rufana,NHMSYS0000501700,1,1,1700,,,
Celypha rurestrana,NHMSYS0021143173,1,1,1700,,,
Celypha striana,NHMSYS0021143171,1,1,1700,,,
Celypha woodiana,NHMSYS0000501703,1,1,1700,,,
Cephimallota crassiflavella,NHMSYS0021142384,1,1,1700,31,12,1899
Cepphis advenaria,NHMSYS0000501714,1,1,1700,,,
Ceramica pisi,NBNSYS0000006254,1,1,1700,,,
Cerapteryx graminis,NBNSYS0000006269,1,1,1700,,,
Cerastis leucographa,NHMSYS0021144915,1,1,1700,,,
Cerastis rubricosa,NHMSYS0021144914,1,1,1700,,,
Cerura erminea,NHMSYS0020500506,7,6,2008,,,
Cerura vinula,NBNSYS0000006081,1,1,1700,,,
Charanyca trigrammica,NBNSYS0000006485,1,1,1700,,,
Charissa obscurata,NHMSYS0021144290,1,1,1700,,,
Chesias legatella,NHMSYS0021144143,1,1,1700,,,
Chesias rufata,NBNSYS0000005954,1,1,1700,,,
Chesias rufata rufata,NHMSYS0021144145,1,1,1700,,,
Chesias rufata scotica,NHMSYS0021144146,1,1,1700,,,
Chiasmia aestimaria,NHMSYS0021144173,16,8,2004,,,
Chiasmia clathrata,NBNSYS0100002337,1,1,1700,,,
Chiasmia clathrata clathrata,NHMSYS0021144171,1,1,1700,,,
Chiasmia clathrata hugginsi,NHMSYS0021144172,1,1,1700,,,
Chilo phragmitella,NHMSYS0021143753,1,1,1700,,,
Chilodes maritima,NHMSYS0021144584,1,1,1700,,,
Chionodes distinctella,NHMSYS0000501753,1,1,1700,,,
Chionodes fumatella,NHMSYS0000501754,1,1,1700,,,
Chloantha hyperici,NHMSYS0021144597,20,8,1996,,,
Chlorissa cloraria,NHMSYS0021144334,1,1,1862,,,
Chlorissa viridata,NBNSYS0000005743,1,1,1700,,,
Chlorochlamys chloroleucaria,NHMSYS0000501760,1,1,1800,,,
Chloroclysta miata,NBNSYS0000005841,1,1,1700,,,
Chloroclysta siterata,NBNSYS0000005840,1,1,1700,,,
Chloroclystis v-ata,NBNSYS0000005946,1,1,1700,,,
Choreutis diana,NHMSYS0021142982,1,1,1700,,,
Choreutis nemorana,NHMSYS0021142983,1,1,1700,,,
Choreutis pariana,NBNSYS0100002383,1,1,1700,,,
Choristoneura diversana,NHMSYS0021143007,1,1,1700,,,
Choristoneura hebenstreitella,NHMSYS0000501769,1,1,1700,,,
Choristoneura lafauryana,NHMSYS0000501770,1,1,1700,31,12,1962
Chrysoclista lathamella,NBNSYS0100002419,1,1,1700,,,
Chrysoclista linneella,NBNSYS0100002420,1,1,1700,,,
Chrysocrambus craterella,NHMSYS0000501776,1,1,1700,31,12,1899
Chrysocrambus linetella,NHMSYS0000501777,1,1,1700,,,
Chrysodeixis acuta,NHMSYS0021144469,1,5,1870,,,
Chrysodeixis chalcites,NHMSYS0021144468,1,1,1943,,,
Chrysoesthia drurella,NHMSYS0000501780,1,1,1700,,,
Chrysoesthia sexguttella,NHMSYS0000501782,1,1,1700,,,
Chrysoteuchia culmella,NHMSYS0000501786,1,1,1700,,,
Cidaria fulvata,NBNSYS0000005845,1,1,1700,,,
Cilix glaucata,NBNSYS0000005723,1,1,1700,,,
Cirrhia gilvago,NHMSYS0021144705,1,1,1700,,,
Cirrhia icteritia,NHMSYS0021144703,1,1,1700,,,
Cirrhia ocellaris,NHMSYS0021144707,1,1,1893,,,
Clavigesta purdeyi,NHMSYS0000501302,1,1,1700,,,
Clavigesta sylvestrana,NHMSYS0000501303,1,1,1700,,,
Cleora cinctaria,NHMSYS0000519018,1,1,1700,,,
Cleora cinctaria bowesi,NHMSYS0021144239,1,1,1700,,,
Cleora cinctaria cinctaria,NHMSYS0021144238,1,1,1700,,,
Cleorodes lichenaria,NBNSYS0000006037,1,1,1700,,,
Clepsis consimilana,NHMSYS0021143035,1,1,1700,,,
Clepsis dumicolana,NHMSYS0021143034,1,1,1700,,,
Clepsis rurinana,NHMSYS0000501314,1,1,1700,,,
Clepsis senecionana,NHMSYS0021143030,1,1,1700,,,
Clepsis spectrana,NHMSYS0000501317,1,1,1700,,,
Clostera anachoreta,NHMSYS0021144362,1,1,1978,,,
Clostera curtula,NBNSYS0000006105,1,1,1700,,,
Clostera pigra,NBNSYS0000006103,1,1,1700,,,
Cnaemidophorus rhododactyla,NHMSYS0021142921,1,1,1700,,,
Cnephasia asseclana,NBNSYS0100002495,1,1,1700,,,
Cnephasia communana,NHMSYS0000501329,1,1,1700,,,
Cnephasia conspersana,NHMSYS0000501330,1,1,1700,,,
Cnephasia genitalana,NHMSYS0021143064,1,1,1700,,,
Cnephasia incertana,NHMSYS0000501333,1,1,1700,,,
Cnephasia longana,NHMSYS0000501335,1,1,1700,,,
Cnephasia pasiuana,NHMSYS0021143059,1,1,1700,,,
Cnephasia pumicana,NHMSYS0021005522,1,1,1986,,,
Cnephasia stephensiana,NHMSYS0021143054,1,1,1700,,,
Cochylidia heydeniana,NHMSYS0000501339,1,1,1700,,,
Cochylidia implicitana,NHMSYS0000501340,1,1,1700,,,
Cochylidia rupicola,NHMSYS0000501341,1,1,1700,,,
Cochylidia subroseana,NHMSYS0000501342,1,1,1700,,,
Cochylimorpha alternana,NHMSYS0000501790,1,1,1700,,,
Cochylimorpha straminea,NBNSYS0100002511,1,1,1700,,,
Cochylis atricapitana,NHMSYS0000501792,1,1,1700,,,
Cochylis dubitana,NHMSYS0021143145,1,1,1700,,,
Cochylis flaviciliana,NHMSYS0000501794,1,1,1700,,,
Cochylis hybridella,NHMSYS0021143144,1,1,1700,,,
Cochylis molliculana,NHMSYS0000501796,1,1,1700,,,
Cochylis nana,NHMSYS0000501797,1,1,1700,,,
Cochylis pallidana,NHMSYS0000501798,1,1,1700,,,
Cochylis roseana,NHMSYS0000501799,1,1,1700,,,
Coenobia rufa,NBNSYS0000006484,1,1,1700,,,
Coenocalpe lapidata,NHMSYS0021144042,1,1,1700,,,
Coenophila subrosea,NHMSYS0000501811,1,1,1967,,,
Coenotephria salicata,NHMSYS0021167161,1,1,1700,,,
Coenotephria salicata salicata,NHMSYS0021144004,1,1,1700,,,
Coleophora adjectella,NHMSYS0000501813,1,1,1700,,,
Coleophora adjunctella,NHMSYS0000501814,1,1,1700,,,
Coleophora adspersella,NHMSYS0000501815,1,1,1700,,,
Coleophora aestuariella,NHMSYS0000501816,1,1,1700,,,
Coleophora ahenella,NHMSYS0021142826,1,1,1700,,,
Coleophora albella,NBNSYS0000026071,1,1,1700,31,12,1985
Coleophora albicans,NHMSYS0021142239,1,1,1700,,,
Coleophora albicosta,NHMSYS0000501821,1,1,1700,,,
Coleophora albidella,NHMSYS0021142842,1,1,1700,,,
Coleophora albitarsella,NHMSYS0000501823,1,1,1700,,,
Coleophora alcyonipennella,NHMSYS0000501824,1,1,1700,,,
Coleophora alnifoliae,NHMSYS0000501825,1,1,1700,,,
Coleophora alticolella,NHMSYS0000501826,1,1,1700,,,
Coleophora amethystinella,NHMSYS0021142835,1,1,1700,,,
Coleophora anatipennella,NHMSYS0000501827,1,1,1700,,,
Coleophora antennariella,NHMSYS0000501829,1,1,1700,31,12,1930
Coleophora arctostaphyli,NHMSYS0000501831,1,1,1700,,,
Coleophora argentula,NHMSYS0000501833,1,1,1700,,,
Coleophora artemisicolella,NHMSYS0021142225,1,1,1700,,,
Coleophora asteris,NHMSYS0000501836,1,1,1700,,,
Coleophora atriplicis,NHMSYS0021142223,1,1,1700,,,
Coleophora badiipennella,NHMSYS0021142813,1,1,1700,,,
Coleophora betulella,NHMSYS0021142845,1,1,1700,,,
Coleophora binderella,NHMSYS0000501843,1,1,1700,,,
Coleophora caespititiella,NHMSYS0000501845,1,1,1700,,,
Coleophora calycotomella,NHMSYS0021142830,1,1,1700,,,
Coleophora chalcogrammella,NHMSYS0000501847,1,1,1700,,,
Coleophora clypeiferella,NHMSYS0000501848,1,1,1700,,,
Coleophora conspicuella,NHMSYS0000501849,1,1,1700,,,
Coleophora conyzae,NHMSYS0000501850,1,1,1700,,,
Coleophora coracipennella,NHMSYS0000501851,1,1,1700,,,
Coleophora currucipennella,NHMSYS0000501853,1,1,1700,,,
Coleophora deauratella,NHMSYS0000501854,1,1,1700,,,
Coleophora deviella,NHMSYS0000501855,1,1,1700,,,
Coleophora discordella,NHMSYS0000501856,1,1,1700,,,
Coleophora flavipennella,NHMSYS0021142811,1,1,1700,,,
Coleophora follicularis,NBNSYS0000026139,1,1,1700,,,
Coleophora frischella,NHMSYS0000501861,1,1,1700,,,
Coleophora fuscocuprella,NHMSYS0021142818,1,1,1700,,,
Coleophora galbulipennella,NHMSYS0000501866,1,1,1700,,,
Coleophora gardesanella,NHMSYS0000501867,1,1,1700,,,
Coleophora genistae,NHMSYS0000501868,1,1,1700,,,
Coleophora glaucicolella,NHMSYS0000501869,1,1,1700,,,
Coleophora glitzella,NHMSYS0000501870,1,1,1700,,,
Coleophora gryphipennella,NHMSYS0000501872,1,1,1700,,,
Coleophora hemerobiella,NHMSYS0000501873,1,1,1700,,,
Coleophora hydrolapathella,NHMSYS0000501875,1,1,1700,,,
Coleophora ibipennella,NHMSYS0000501877,1,1,1700,,,
Coleophora idaeella,NHMSYS0000501878,1,1,1700,,,
Coleophora inulae,NHMSYS0021142236,1,1,1700,,,
Coleophora juncicolella,NHMSYS0000501881,1,1,1700,,,
Coleophora kuehnella,NHMSYS0000501882,1,1,1700,,,
Coleophora laricella,NHMSYS0021142205,1,1,1700,,,
Coleophora lassella,NHMSYS0000501886,1,1,1700,,,
Coleophora limoniella,NHMSYS0021142810,1,1,1700,,,
Coleophora limosipennella,NHMSYS0021142814,1,1,1700,,,
Coleophora lineolea,NHMSYS0000501890,1,1,1700,,,
Coleophora linosyridella,NHMSYS0000501891,1,1,1700,,,
Coleophora lithargyrinella,NHMSYS0000501892,1,1,1700,,,
Coleophora lixella,NHMSYS0000501893,1,1,1700,,,
Coleophora lusciniaepennella,NBNSYS0100002527,1,1,1700,,,
Coleophora lutarea,NHMSYS0021142808,1,1,1700,,,
Coleophora lutipennella,NHMSYS0000501894,1,1,1700,,,
Coleophora maritimella,NHMSYS0000501896,1,1,1700,,,
Coleophora mayrella,NHMSYS0021142837,1,1,1700,,,
Coleophora milvipennis,NHMSYS0000501899,1,1,1700,,,
Coleophora niveicostella,NHMSYS0000501902,1,1,1700,,,
Coleophora nutantella,NHMSYS0021142244,1,1,1700,,,
Coleophora ochrea,NHMSYS0000501904,1,1,1700,,,
Coleophora orbitella,NHMSYS0000501905,1,1,1700,,,
Coleophora otidipennella,NHMSYS0021142208,1,1,1700,,,
Coleophora pappiferella,NHMSYS0000501907,1,1,1700,,,
Coleophora paripennella,NHMSYS0000501909,1,1,1700,,,
Coleophora pennella,NBNSYS0100002533,1,1,1700,,,
Coleophora peribenanderi,NHMSYS0000501911,1,1,1700,,,
Coleophora potentillae,NHMSYS0000501912,1,1,1700,,,
Coleophora prunifoliae,NHMSYS0000501913,1,1,1700,,,
Coleophora pyrrhulipennella,NHMSYS0000501914,1,1,1700,,,
Coleophora ramosella,NHMSYS0000501915,1,1,1700,,,
Coleophora salicorniae,NHMSYS0021142249,1,1,1700,,,
Coleophora salinella,NHMSYS0000501917,1,1,1700,,,
Coleophora saturatella,NHMSYS0000501918,1,1,1700,,,
Coleophora saxicolella,NHMSYS0021142215,1,1,1700,,,
Coleophora serpylletorum,NHMSYS0000501919,1,1,1700,,,
Coleophora serratella,NHMSYS0000501920,1,1,1700,,,
Coleophora siccifolia,NHMSYS0000501921,1,1,1700,,,
Coleophora solitariella,NHMSYS0000501923,1,1,1700,,,
Coleophora spinella,NHMSYS0000501924,1,1,1700,,,
Coleophora squamosella,NHMSYS0000501925,1,1,1700,,,
Coleophora sternipennella,NHMSYS0000501926,1,1,1700,,,
Coleophora striatipennella,NHMSYS0021142237,1,1,1700,,,
Coleophora sylvaticella,NHMSYS0000501928,1,1,1700,,,
Coleophora taeniipennella,NHMSYS0000501929,1,1,1700,,,
Coleophora tamesis,NBNSYS0000026169,1,1,1700,,,
Coleophora therinella,NHMSYS0000501932,1,1,1700,,,
Coleophora tricolor,NHMSYS0000501933,1,1,1700,,,
Coleophora trifolii,NHMSYS0000501934,1,1,1700,,,
Coleophora trigeminella,NHMSYS0000501935,1,1,1700,,,
Coleophora trochilella,NHMSYS0021142233,1,1,1700,,,
Coleophora versurella,NHMSYS0000501939,1,1,1700,,,
Coleophora vestianella,NHMSYS0000501940,1,1,1700,,,
Coleophora vibicella,NHMSYS0021142847,1,1,1700,,,
Coleophora vibicigerella,NHMSYS0000501942,1,1,1700,31,12,1980
Coleophora violacea,NHMSYS0000501944,1,1,1700,,,
Coleophora virgaureae,NHMSYS0000501945,1,1,1700,,,
Coleophora vitisella,NHMSYS0000501946,1,1,1700,,,
Coleophora vulnerariae,NBNSYS0100002535,1,1,1700,31,12,1889
Coleophora wockeella,NHMSYS0000501947,1,1,1700,,,
Coleotechnites piceaella,NBNSYS0100002536,1,1,1700,,,
Colobochyla salicalis,NHMSYS0021144439,1,1,1932,,,
Colocasia coryli,NBNSYS0000006530,1,1,1700,,,
Colostygia multistrigaria,NBNSYS0000005855,1,1,1700,,,
Colostygia olivata,NHMSYS0021143999,1,1,1700,,,
Colostygia pectinataria,NBNSYS0000005856,1,1,1700,,,
Colotois pennaria,NHMSYS0000501963,1,1,1700,,,
Comibaena bajularia,NHMSYS0021144316,1,1,1700,,,
Commophila aeneana,NHMSYS0021143128,1,1,1700,,,
Conisania andalusica,NHMSYS0021167189,1,1,1700,,,
Conisania andalusica andalusica,NHMSYS0021144840,1,1,1700,,,
Conisania andalusica barrettii,NHMSYS0021144841,1,1,1700,,,
Conistra erythrocephala,NHMSYS0021144721,1,1,1700,,,
Conistra ligula,NBNSYS0000006354,1,1,1700,,,
Conistra rubiginea,NHMSYS0021144720,1,1,1700,,,
Conistra rubiginosa,NHMSYS0021144718,6,11,2011,,,
Conistra vaccinii,NHMSYS0000501972,1,1,1700,,,
Coptotriche angusticollella,NHMSYS0021142183,1,1,1700,,,
Coptotriche gaunacella,NHMSYS0021142182,1,1,1700,31,12,1902
Coptotriche heinemanni,NHMSYS0021142181,1,1,1700,,,
Coptotriche marginea,NHMSYS0021142180,1,1,1700,,,
Coranarta cordigera,NHMSYS0021144807,1,1,1700,,,
Corcyra cephalonica,NHMSYS0000501980,1,1,1700,,,
Cornifrons ulceratalis,NHMSYS0021158351,12,18,2015,,,
Cornutiplusia circumflexa,NBNSYS0100002578,1,1,1807,,,
Coscinia cribraria,NBNSYS0000006139,1,1,1700,,,
Coscinia cribraria arenaria,NHMSYS0021144407,1,1,1700,,,
Coscinia cribraria bivittata,NHMSYS0021144406,1,1,1700,,,
Coscinia cribraria cribraria,NHMSYS0021144404,1,1,1700,,,
Coscinia striata,NHMSYS0021144408,1,1,1800,,,
Cosmia affinis,NBNSYS0000006412,1,1,1700,,,
Cosmia diffinis,NBNSYS0000006413,1,1,1700,,,
Cosmia pyralina,NHMSYS0021144750,1,1,1700,,,
Cosmia trapezina,NBNSYS0000006414,1,1,1700,,,
Cosmopterix lienigiella,NHMSYS0000501995,1,1,1700,,,
Cosmopterix orichalcea,NHMSYS0000501996,1,1,1700,,,
Cosmopterix pulchrimella,NHMSYS0001703651,1,1,1700,,,
Cosmopterix schmidiella,NHMSYS0000501997,1,1,1700,31,12,1901
Cosmopterix scribaiella,NBNSYS0100002620,1,1,1700,,,
Cosmopterix zieglerella,NHMSYS0021142610,1,1,1700,,,
Cosmorhoe ocellata,NBNSYS0000005832,1,1,1700,,,
Cossus cossus,NBNSYS0000005662,1,1,1700,,,
Costaconvexa polygrammata,NBNSYS0000005819,1,1,1700,,,
Crambus ericella,NHMSYS0021143757,1,1,1700,,,
Crambus hamella,NHMSYS0000502011,1,1,1700,,,
Crambus lathoniellus,NHMSYS0000502012,1,1,1700,,,
Crambus pascuella,NHMSYS0000502015,1,1,1700,,,
Crambus perlella,NHMSYS0000502016,1,1,1700,,,
Crambus pratella,NBNSYS0000026824,1,1,1700,,,
Crambus silvella,NHMSYS0021143756,1,1,1700,,,
Crambus uliginosellus,NBNSYS0000026821,1,1,1700,,,
Craniophora ligustri,NHMSYS0021144514,1,1,1700,,,
Crassa tinctella,NBNSYS0100002642,1,1,1700,,,
Crassa unitella,NHMSYS0020978765,1,1,1700,,,
Crocallis dardoinaria,NHMSYS0020531189,19,9,2006,,,
Crocallis elinguaria,NBNSYS0000006012,1,1,1700,,,
Crocidosema plebejana,NHMSYS0000502025,1,1,1700,,,
Crombrugghia distans,NBNSYS0000027025,1,1,1700,,,
Crombrugghia laetus,NBNSYS0000027026,1,1,1700,,,
Cryphia algae,NBNSYS0000006387,1,7,1859,,,
Crypsedra gemmea,NHMSYS0021144604,1,9,1979,,,
Cryptoblabes bistriga,NHMSYS0000502032,1,1,1700,,,
Ctenoplusia accentifera,NBNSYS0000006536,10,9,1969,,,
Ctenoplusia limbirena,NHMSYS0000502035,13,9,1947,,,
Cucullia absinthii,NBNSYS0000006304,1,1,1700,,,
Cucullia artemisiae,NBNSYS0000006306,1,1,1700,,,
Cucullia asteris,NHMSYS0021144523,1,1,1700,,,
Cucullia chamomillae,NHMSYS0021144520,1,1,1700,,,
Cucullia gnaphalii,NHMSYS0000519263,1,1,1700,11,8,1979
Cucullia gnaphalii gnaphalii,NHMSYS0021144521,1,1,1700,11,8,1979
Cucullia gnaphalii occidentalis,NHMSYS0021144522,1,1,1700,11,8,1979
Cucullia lychnitis,NBNSYS0000006312,12,6,1949,,,
Cucullia scrophulariae,NHMSYS0021144525,1,1,1700,,,
Cucullia umbratica,NBNSYS0000006309,1,1,1700,,,
Cucullia verbasci,NBNSYS0000006314,1,1,1700,,,
Cybosia mesomella,NBNSYS0000006126,1,1,1700,,,
Cyclophora albipunctata,NBNSYS0000005750,1,1,1700,,,
Cyclophora annularia,NBNSYS0100002702,1,1,1700,,,
Cyclophora linearia,NHMSYS0021143894,1,1,1700,,,
Cyclophora pendularia,NBNSYS0000005748,1,1,1700,,,
Cyclophora porata,NBNSYS0000005752,1,1,1700,,,
Cyclophora punctaria,NBNSYS0000005753,1,1,1700,,,
Cyclophora puppillaria,NHMSYS0021143890,1,1,2004,,,
Cyclophora ruficiliaria,NHMSYS0020758190,19,7,2003,,,
Cydalima perspectalis,NHMSYS0021143739,1,1,1700,,,
Cydia amplana,NHMSYS0021143359,1,1,1700,,,
Cydia cognatana,NHMSYS0021143351,1,1,1700,,,
Cydia conicolana,NHMSYS0000502056,1,1,1700,,,
Cydia coniferana,NHMSYS0021143354,1,1,1700,,,
Cydia corollana,NHMSYS0021143353,1,1,1700,,,
Cydia cosmophorana,NHMSYS0000502059,1,1,1700,,,
Cydia fagiglandana,NHMSYS0000502061,1,1,1700,,,
Cydia illutana,NHMSYS0000502063,1,1,1700,,,
Cydia indivisa,NHMSYS0021143355,1,1,1700,,,
Cydia inquinatana,NHMSYS0021143360,1,1,1700,,,
Cydia leguminana,NHMSYS0000502065,1,1,1700,,,
Cydia medicaginis,NHMSYS0021143350,1,1,1700,,,
Cydia microgrammana,NBNSYS0100002708,1,1,1700,,,
Cydia millenniana,NHMSYS0020470265,1,1,1700,,,
Cydia nigricana,NHMSYS0000502067,1,1,1700,,,
Cydia pactolana,NHMSYS0000502068,1,1,1965,,,
Cydia pomonella,NHMSYS0000502069,1,1,1700,,,
Cydia servillana,NHMSYS0000502073,1,1,1700,,,
Cydia splendana,NHMSYS0021143357,1,1,1700,,,
Cydia strobilella,NHMSYS0000502075,1,1,1700,,,
Cydia ulicetana,NHMSYS0020326909,1,1,1700,,,
Cymatophorina diluta,NHMSYS0021164634,1,1,1700,,,
Cymatophorina diluta diluta,NHMSYS0021143799,1,1,1700,,,
Cymatophorina diluta hartwiegi,NHMSYS0021143800,1,1,1700,,,
Cymolomia hartigiana,NHMSYS0021143186,17,7,2007,,,
Cynaeda dentalis,NHMSYS0020470266,1,1,1700,,,
Dahlica inconspicuella,NHMSYS0000502085,1,1,1700,,,
Dahlica lichenella,NHMSYS0000502086,1,1,1700,,,
Dahlica triquetrella,NHMSYS0021142190,1,1,1700,,,
Daphnis nerii,NBNSYS0000006073,1,1,1700,,,
Dasycera oliviella,NHMSYS0021142551,1,1,1700,,,
Dasypolia templi,NBNSYS0000006322,1,1,1700,,,
Dasystoma salicella,NHMSYS0000502102,1,1,1700,,,
Deilephila elpenor,NBNSYS0000006077,1,1,1700,,,
Deilephila porcellus,NBNSYS0000006078,1,1,1700,,,
Deileptenia ribeata,NBNSYS0000006032,1,1,1700,,,
Delplanqueia dilutella,NHMSYS0021143635,1,1,1700,,,
Delplanqueia inscriptella,NHMSYS0021162645,1,1,1700,,,
Deltote bankiana,NBNSYS0000006519,1,1,1700,,,
Deltote deceptoria,NBNSYS0000006517,1,1,1948,,,
Deltote pygarga,NHMSYS0021144484,1,1,1700,,,
Deltote uncula,NBNSYS0000006518,1,1,1700,,,
Dendrolimus pini,NBNSYS0000005711,12,8,1996,,,
Denisia albimaculea,NBNSYS0100002770,1,1,1700,,,
Denisia augustella,NBNSYS0100002771,1,1,1700,,,
Denisia similella,NBNSYS0100002772,1,1,1700,,,
Denisia subaquilea,NBNSYS0100002773,1,1,1700,,,
Denticucullus pygmina,NHMSYS0021144641,1,1,1700,,,
Depressaria albipunctella,NHMSYS0021142601,1,1,1700,,,
Depressaria badiella,NHMSYS0000502114,1,1,1700,,,
Depressaria chaerophylli,NHMSYS0000502116,1,1,1700,,,
Depressaria daucella,NHMSYS0021142599,1,1,1700,,,
Depressaria depressana,NHMSYS0000502119,1,1,1700,31,12,1890
Depressaria discipunctella,NHMSYS0000502121,1,1,1700,31,12,1924
Depressaria douglasella,NHMSYS0000502122,1,1,1700,,,
Depressaria olerella,NHMSYS0000502125,1,1,1700,,,
Depressaria pimpinellae,NHMSYS0000502127,1,1,1700,,,
Depressaria pulcherrimella,NBNSYS0100002775,1,1,1700,,,
