start_day,start_month,end_day,end_month,stage,taxon,tvk
19,1,31,12,mature,Porrhomma errans,NBNSYS0000009144
20,2,31,12,mature,Porrhomma egeria,NBNSYS0000009145
1,1,31,12,mature,Porrhomma oblitum,NBNSYS0000009146
21,2,31,12,mature,Porrhomma montanum,NBNSYS0000009147
16,4,31,12,mature,Agyneta subtilis,NBNSYS0000009148
16,4,31,12,mature,Agyneta conigera,NBNSYS0000009149
17,4,31,12,mature,Agyneta decora,NBNSYS0000009150
22,4,31,12,mature,Agyneta cauta,NBNSYS0000009151
16,4,31,12,mature,Agyneta olivacea,NBNSYS0000009152
21,4,31,12,mature,Agyneta ramosa,NBNSYS0000009153
17,1,31,12,mature,Microneta viaria,NBNSYS0000009162
18,5,31,12,mature,Maro minutus,NBNSYS0000009163
16,1,31,12,mature,Maro sublestus,NBNSYS0000009164
19,3,31,12,mature,Maro lepidus,NBNSYS0000009165
20,3,31,12,mature,Syedra gracilis,NBNSYS0000009166
1,1,31,12,mature,Centromerus sylvaticus,NBNSYS0000009167
1,1,31,12,mature,Centromerus prudens,NBNSYS0000009168
17,3,31,12,mature,Centromerus arcanus,NBNSYS0000009169
18,2,31,12,mature,Centromerus levitarsis,NBNSYS0000009170
1,1,31,12,mature,Centromerus dilutus,NBNSYS0000009171
1,1,31,12,mature,Centromerus capucinus,NBNSYS0000009173
1,1,31,12,mature,Centromerus incilium,NBNSYS0000009174
1,1,31,12,mature,Centromerus serratus,NBNSYS0000009178
1,1,31,12,mature,Centromerus albidus,NBNSYS0000009179
13,2,31,12,mature,Centromerus cavernarum,NBNSYS0000009180
17,8,31,12,mature,Centromerus persimilis,NBNSYS0000009181
14,2,31,12,mature,Tallusia experta,NBNSYS0000009182
1,1,31,12,mature,Centromerita bicolor,NBNSYS0000009183
1,1,31,12,mature,Centromerita concinna,NBNSYS0000009184
18,2,31,12,mature,Sintula corniger,NBNSYS0000009185
23,3,31,12,mature,Oreonetides vaginatus,NBNSYS0000009186
16,4,31,12,mature,Saaristoa abnormis,NBNSYS0000009187
1,1,31,12,mature,Saaristoa firma,NBNSYS0000009188
1,1,31,12,mature,Macrargus rufus,NBNSYS0000009189
1,1,31,12,mature,Macrargus carpenteri,NBNSYS0000009190
17,3,31,12,mature,Bathyphantes approximatus,NBNSYS0000009191
20,2,31,12,mature,Bathyphantes gracilis,NBNSYS0000009192
20,3,31,12,mature,Bathyphantes parvulus,NBNSYS0000009193
14,2,31,12,mature,Bathyphantes nigrinus,NBNSYS0000009194
16,4,31,12,mature,Kaestneria dorsalis,NBNSYS0000009196
18,3,31,12,mature,Kaestneria pullata,NBNSYS0000009197
19,1,31,12,mature,Diplostyla concolor,NBNSYS0000009198
17,3,31,12,mature,Poeciloneta variegata,NBNSYS0000009199
16,6,31,12,mature,Drapetisca socialis,NBNSYS0000009200
17,6,31,12,mature,Tapinopa longidens,NBNSYS0000009201
16,6,31,12,mature,Floronia bucculenta,NBNSYS0000009202
17,3,31,12,mature,Taranucnus setosus,NBNSYS0000009203
16,4,31,12,mature,Labulla thoracica,NBNSYS0000009204
1,1,31,12,mature,Stemonyphantes lineatus,NBNSYS0000009205
17,7,31,12,mature,Bolyphantes luteolus,NBNSYS0000009206
18,7,31,12,mature,Bolyphantes alticeps,NBNSYS0000009207
18,1,31,12,mature,Lepthyphantes leprosus,NBNSYS0000009209
17,7,31,12,mature,Lepthyphantes minutus,NBNSYS0000009210
17,6,31,12,mature,Helophora insignis,NBNSYS0000009229
18,3,31,12,mature,Pityohyphantes phrygianus,NBNSYS0000009230
17,5,31,12,mature,Linyphia triangularis,NBNSYS0000009231
17,3,31,12,mature,Linyphia hortensis,NBNSYS0000009232
23,3,31,12,mature,Microlinyphia pusilla,NBNSYS0000009238
16,4,31,12,mature,Microlinyphia impigra,NBNSYS0000009239
21,6,31,12,mature,Allomengea scopigera,NBNSYS0000009240
19,6,31,12,mature,Allomengea vidua,NBNSYS0000009241
22,2,31,12,mature,Zelotes apricorum,NBNSYS0000033077
20,4,31,12,mature,Neriene furtiva,NBNSYS0000033140
20,5,31,12,mature,Minicia marginella,NBNSYS0000033180
21,3,31,12,mature,Heliophanus dampfi,NBNSYS0000033218
17,3,31,12,mature,Steatoda nobilis,NBNSYS0000039460
23,3,31,12,mature,Araneus triguttatus,NBNSYS0000142208
19,8,31,12,mature,Centromerus brevipalpus,NBNSYS0000143869
22,3,31,12,mature,Collinsia distincta,NBNSYS0000144858
1,1,31,12,mature,Gnaphosa nigerrima,NBNSYS0000147833
18,5,31,12,mature,Neriene radiata,NBNSYS0000152322
21,1,31,12,mature,Styloctetor romanus,NBNSYS0000157435
1,1,31,12,mature,Eresus sandaliatus,NBNSYS0000189355
18,3,31,12,mature,Agalenatea redii,NBNSYS0100001382
20,3,31,12,mature,Aelurillus v-insignitus,NBNSYS0100001425
17,3,31,12,mature,Araneus sturmi,NBNSYS0100001623
16,4,31,12,mature,Araniella opisthographa,NBNSYS0100001625
1,1,31,12,mature,Centromerus minutissimus,NBNSYS0100002236
22,5,31,12,mature,Centromerus semiater,NBNSYS0100002237
16,4,31,12,mature,Clubiona frisia,NBNSYS0100002487
22,5,31,12,mature,Clubiona pseudoneglecta,NBNSYS0100002489
15,2,31,12,mature,Lepthyphantes beckeri,NBNSYS0100003707
20,3,31,12,mature,Mecynargus morulus,NBNSYS0100003882
16,4,31,12,mature,Mecynargus paetulus,NBNSYS0100003883
18,1,31,12,mature,Megalepthyphantes nebulosus,NBNSYS0100003893
15,4,31,12,mature,Midia midas,NBNSYS0100004075
20,4,31,12,mature,Neon pictus,NBNSYS0100004213
25,3,31,12,mature,Neon robustus,NBNSYS0100004214
14,2,31,12,mature,Neriene clathrata,NBNSYS0100004232
18,7,31,12,mature,Neriene emphana,NBNSYS0100004233
17,3,31,12,mature,Neriene montana,NBNSYS0100004234
17,3,31,12,mature,Neriene peltata,NBNSYS0100004235
14,2,31,12,mature,Nothophantes horridus,NBNSYS0100004280
20,5,31,12,mature,Ozyptila pullata,NBNSYS0100004374
17,3,31,12,mature,Paidiscura pallens,NBNSYS0100004384
21,2,31,12,mature,Pardosa saltans,NBNSYS0100004475
23,3,31,12,mature,Philodromus longipalpis,NBNSYS0100004566
1,1,31,12,mature,Porrhomma cambridgei,NBNSYS0100004848
17,4,31,12,mature,Pseudeuophrys erratica,NBNSYS0100004904
17,3,31,12,mature,Pseudeuophrys lanigera,NBNSYS0100004905
22,4,31,12,mature,Pseudeuophrys obsoleta,NBNSYS0100004906
17,1,31,12,mature,Scotina palliardii,NBNSYS0100005466
17,3,31,12,mature,Semljicola caliginosus,NBNSYS0100005488
16,4,31,12,mature,Simitidion simile,NBNSYS0100005521
25,3,31,12,mature,Steatoda triangulosa,NBNSYS0100005582
16,4,31,12,mature,Talavera aequipes,NBNSYS0100005697
1,1,31,12,mature,Talavera thorelli,NBNSYS0100005699
19,2,31,12,mature,Thanatus vulgaris,NBNSYS0100005789
21,4,31,12,mature,Theridion hemerobium,NBNSYS0100005799
1,1,31,12,mature,Uloborus plumipes,NBNSYS0100005936
17,1,31,12,mature,Zodarion fuscum,NBNSYS0100006050
23,5,31,12,mature,Zodarion rubidum,NBNSYS0100006051
22,4,31,12,mature,Zodarion vicinum,NBNSYS0100006052
16,4,31,12,mature,Enoplognatha ovata sensu stricto,NBNSYS0200000027
16,4,31,12,mature,Pocadicnemis pumila sensu stricto,NBNSYS0200000045
14,2,31,12,mature,Micrargus herbigradus sensu stricto,NBNSYS0200000053
23,3,31,12,mature,Clubiona neglecta sensu stricto,NBNSYS0200000057
16,4,31,12,mature,Coleosoma floridanum,NBNSYS0200000058
19,4,31,12,mature,Collinsia holmgreni,NBNSYS0200000059
16,4,31,12,mature,Araniella cucurbitina sensu stricto,NBNSYS0200000063
17,4,31,12,mature,Macaroeris nidicolens,NBNSYS0200000077
21,4,31,12,mature,Praestigia duffeyi,NBNSYS0200000096
16,4,31,12,mature,Salticus cingulatus,NBNSYS0200000097
22,4,31,12,mature,Tegenaria ferruginea,NBNSYS0200000104
17,7,31,12,mature,Metellina segmentata,NHMSYS0000354310
15,9,31,12,mature,Agroeca dentigera,NHMSYS0000354312
17,4,31,12,mature,Asagena phalerata,NHMSYS0000354318
18,8,31,12,mature,Frontinellina frutetorum,NHMSYS0000354343
23,5,31,12,mature,Harpactea rubicunda,NHMSYS0000354346
16,4,31,12,mature,Hypomma fulvum,NHMSYS0000354347
23,3,31,12,mature,Hypsosinga pygmaea,NHMSYS0000354348
23,5,31,12,mature,Synema globosum,NHMSYS0000354393
16,3,31,12,mature,Trachyzelotes fuscipes,NHMSYS0000354403
16,4,31,12,mature,Neottiura bimaculata,NHMSYS0000355798
20,2,31,12,mature,Orchestina sp.,NHMSYS0000355803
17,1,31,12,mature,Savignia frontata,NHMSYS0000355804
1,1,31,12,mature,Typhochrestus simoni,NHMSYS0000355809
18,5,31,12,mature,Pardosa lugubris sensu stricto,NHMSYS0020001408
21,2,31,12,mature,Pardosa lugubris sensu lato,NHMSYS0020001412
19,7,31,12,mature,Ero tuberculata,NHMSYS0020706398
17,1,31,12,mature,Megalepthyphantes collinus,NHMSYS0020706447
16,4,31,12,mature,Steatoda albomaculata,NHMSYS0020706525
1,1,31,12,mature,Diplocephalus graecus,NHMSYS0020774735
20,6,31,12,mature,Agnyphantes expunctus,NHMSYS0020785947
19,5,31,12,mature,Bathyphantes setiger,NHMSYS0020785948
14,2,31,12,mature,Collinsia inerrans,NHMSYS0020785949
19,3,31,12,mature,Cozyptila blackwalli,NHMSYS0020785950
22,4,31,12,mature,Cryptachaea riparia,NHMSYS0020785951
15,4,31,12,mature,Cryptachaea veruculata,NHMSYS0020785952
24,6,31,12,mature,Enoplognatha caricis,NHMSYS0020785954
19,3,31,12,mature,Erigone dentigera,NHMSYS0020785955
21,3,31,12,mature,Hybocoptus corrugis,NHMSYS0020785958
16,4,31,12,mature,Improphantes complicatus,NHMSYS0020785959
21,5,31,12,mature,Karita paludosa,NHMSYS0020785960
20,4,31,12,mature,Kochiura aulica,NHMSYS0020785962
15,4,31,12,mature,Lasaeola prona,NHMSYS0020785963
20,5,31,12,mature,Lasaeola tristis,NHMSYS0020785964
18,4,31,12,mature,Liocranoeca striata,NHMSYS0020785965
22,4,31,12,mature,Micaria albovittata,NHMSYS0020785971
16,4,31,12,mature,Obscuriphantes obscurus,NHMSYS0020785973
17,3,31,12,mature,Oreoneta frigida,NHMSYS0020785974
20,3,31,12,mature,Oryphantes angulatus,NHMSYS0020785975
22,2,31,12,mature,Ozyptila claveata,NHMSYS0020785976
20,2,31,12,mature,Palliduphantes ericaeus,NHMSYS0020785977
20,2,31,12,mature,Palliduphantes pallidus,NHMSYS0020785978
1,1,31,12,mature,Palliduphantes insignis,NHMSYS0020785979
16,2,31,12,mature,Parapelecopsis nemoralioides,NHMSYS0020785980
17,3,31,12,mature,Parapelecopsis nemoralis,NHMSYS0020785981
17,3,31,12,mature,Parasteatoda tepidariorum,NHMSYS0020785982
16,4,31,12,mature,Parasteatoda lunata,NHMSYS0020785983
17,5,31,12,mature,Parasteatoda simulans,NHMSYS0020785984
23,3,31,12,mature,Phycosoma inornatum,NHMSYS0020785986
16,4,31,12,mature,Phylloneta sisyphia,NHMSYS0020785988
17,4,31,12,mature,Piniphantes pinicola,NHMSYS0020785989
19,1,31,12,mature,Porrhomma campbelli,NHMSYS0020785990
17,4,31,12,mature,Sardinidion blackwalli,NHMSYS0020785991
17,3,31,12,mature,Semljicola faustus,NHMSYS0020785994
23,3,31,12,mature,Sibianor aurocinctus,NHMSYS0020785995
14,2,31,12,mature,Tenuiphantes alacris,NHMSYS0020785998
17,1,31,12,mature,Tenuiphantes cristatus,NHMSYS0020785999
22,1,31,12,mature,Tenuiphantes flavipes,NHMSYS0020786000
16,4,31,12,mature,Tenuiphantes mengei,NHMSYS0020786001
16,4,31,12,mature,Tenuiphantes tenebricola,NHMSYS0020786002
20,2,31,12,mature,Tenuiphantes tenuis,NHMSYS0020786003
24,3,31,12,mature,Tenuiphantes zimmermanni,NHMSYS0020786004
24,6,31,12,mature,Wabasso replicatus,NHMSYS0020786005
15,2,31,12,mature,Mughiphantes whymperi,NHMSYS0020920566
1,1,31,12,mature,Anyphaena sabina,NHMSYS0020953641
1,1,31,12,mature,Cryptachaea blattea,NHMSYS0020953647
17,7,31,12,mature,Holocnemus pluchei,NHMSYS0020953667
1,1,31,12,mature,Islandiana falsifica,NHMSYS0020953679
1,1,31,12,mature,Mermessus maculata,NHMSYS0020953691
1,1,31,12,mature,Mermessus trilobatus,NHMSYS0020953697
1,1,31,12,mature,Porrhomma sp. nov. sensu Merrett,NHMSYS0020953703
1,1,31,12,mature,Tegenaria ramblae,NHMSYS0020953709
16,3,31,12,mature,Theridion hannoniae,NHMSYS0020953717
18,5,31,12,mature,Phylloneta impressa,NHMSYS0021162651
20,5,31,12,mature,Palliduphantes antroniensis,NHMSYS0021197237
16,4,31,12,mature,Trichopternoides thorelli,NHMSYS0021197249
16,4,31,12,mature,Platnickina tincta,NHMSYS0021197261
17,3,31,12,mature,Eratigena atrica,NHMSYS0021199836
16,6,31,12,mature,Eratigena agrestis,NHMSYS0021199854
22,3,31,12,mature,Eratigena picta,NHMSYS0021239613
17,3,31,12,mature,Eratigena duellica,NHMSYS0021250579
23,3,31,12,mature,Styloctetor compar,NHMSYS0021250589
16,4,31,12,mature,Attulus caricis,NHMSYS0021453382
18,3,31,12,mature,Attulus distinguendus,NHMSYS0021453392
17,4,31,12,mature,Calositticus floricola,NHMSYS0021453402
17,4,31,12,mature,Calositticus inexpectus,NHMSYS0021453407
22,3,31,12,mature,Hypositticus pubescens,NHMSYS0021453417
24,3,31,12,mature,Attulus saltator,NHMSYS0021453422
22,4,31,12,mature,Agyneta innotabilis,NHMSYS0021453442
16,4,31,12,mature,Agyneta rurestris,NHMSYS0021453447
25,1,31,12,mature,Agyneta mollis,NHMSYS0021453452
17,4,31,12,mature,Agyneta saxatilis sensu stricto,NHMSYS0021453457
23,3,31,12,mature,Agyneta mossica,NHMSYS0021453467
21,1,31,12,mature,Agyneta simplicitarsis,NHMSYS0021453472
20,2,31,12,mature,Agyneta affinis,NHMSYS0021453477
23,5,31,12,mature,Agyneta fuscipalpa,NHMSYS0021453482
17,3,31,12,mature,Agyneta gulosa,NHMSYS0021453487
16,4,31,12,mature,Agyneta nigripes,NHMSYS0021453492
16,4,31,12,mature,Leviellus stroemi,NHMSYS0021453502
19,3,31,12,mature,Pardosa tenuipes,NHMSYS0021453507
16,4,31,12,mature,Piratula hygrophila,NHMSYS0021453517
16,4,31,12,mature,Piratula uliginosa,NHMSYS0021453522
19,4,31,12,mature,Piratula latitans,NHMSYS0021453527
17,3,31,12,mature,Eratigena saeva,NHMSYS0021453532
20,1,31,12,mature,Iberina montana,NHMSYS0021453552
20,4,31,12,mature,Iberina candida,NHMSYS0021453557
15,11,31,12,mature,Iberina microphthalma,NHMSYS0021453562
16,4,31,12,mature,Brigittea latens,NHMSYS0021453572
18,3,31,12,mature,Lathys heterophthalma,NHMSYS0021453577
21,3,31,12,mature,Porrhoclubiona genevensis,NHMSYS0021453587
21,2,31,12,mature,Rhysodromus fallax,NHMSYS0021453602
17,4,31,12,mature,Rhysodromus histrio,NHMSYS0021453607
24,6,31,12,mature,Bassaniodes robustus,NHMSYS0021453617
21,2,31,12,mature,Micaria pulicaria sens. lat.,NHMSYS0021453632
